* このシートは、インプットデータの保険種類コードを算出方法書単位の保険種類コードに変換するテーブルです。			
* 			
* 「用語の定義」			
* OriginalProdCode=インプットデータの保険種類記号			
* Note=商品正式名称			
* ProdCode=変換後保険種類記号			
* IsVA = 変額年金指定（Y/N)			
OriginalProdCode	Note	ProdCode	IsVA
JF	連生保険料特別払込定期保険特約	R_TERM12	N
J4	連生保険料特別払込定期保険特約	R_TERM12	N
JG	連生保険料特別払込定期保険特約	R_TERM12	N
J7	連生保険料特別払込定期保険特約	R_TERM12	N
JK	連生保険料特別払込定期保険特約	R_TERM12	N
J8	連生保険料特別払込定期保険特約	R_TERM12	N
JL	連生保険料特別払込定期保険特約	R_TERM12	N
JB	連生保険料特別払込定期保険特約	R_TERM12	N
JD	連生保険料特別払込定期保険特約	R_TERM12	N
JN	連生保険料特別払込定期保険特約	R_TERM12	N
JP	連生保険料特別払込定期保険特約	R_TERM12	N
JU	連生保険料特別払込定期保険特約	R_TERM12	N
Jｳ	連生保険料特別払込定期保険特約	R_TERM12	N
Jﾃ	連生保険料特別払込定期保険特約	R_TERM12	N
JV	連生保険料特別払込定期保険特約	R_TERM12	N
Jｴ	連生保険料特別払込定期保険特約	R_TERM12	N
Jﾄ	連生保険料特別払込定期保険特約	R_TERM12	N
JW	連生保険料特別払込定期保険特約	R_TERM12	N
Jｵ	連生保険料特別払込定期保険特約	R_TERM12	N
Jﾅ	連生保険料特別払込定期保険特約	R_TERM12	N
JX	連生保険料特別払込定期保険特約	R_TERM12	N
Jｶ	連生保険料特別払込定期保険特約	R_TERM12	N
Jﾆ	連生保険料特別払込定期保険特約	R_TERM12	N
Jﾑ	連生保険料特別払込定期保険特約	R_TERM12	N
LW	連生保険料特別払込定期保険特約	R_TERM12	N
Jﾒ	連生保険料特別払込定期保険特約	R_TERM12	N
LX	連生保険料特別払込定期保険特約	R_TERM12	N
Jﾓ	連生保険料特別払込定期保険特約	R_TERM12	N
LY	連生保険料特別払込定期保険特約	R_TERM12	N
Jﾔ	連生保険料特別払込定期保険特約	R_TERM12	N
LZ	連生保険料特別払込定期保険特約	R_TERM12	N
LK	連生保険料特別払込定期保険特約	R_TERM12	N
Lﾈ	連生保険料特別払込定期保険特約	R_TERM12	N
LN	連生保険料特別払込定期保険特約	R_TERM12	N
Lﾍ	連生保険料特別払込定期保険特約	R_TERM12	N
LP	連生保険料特別払込定期保険特約	R_TERM12	N
Lﾎ	連生保険料特別払込定期保険特約	R_TERM12	N
LQ	連生保険料特別払込定期保険特約	R_TERM12	N
Lﾏ	連生保険料特別払込定期保険特約	R_TERM12	N
L2	連生保険料特別払込逓減定期保険特約	R_TERM13	N
L6	連生保険料特別払込逓減定期保険特約	R_TERM13	N
LE	連生保険料特別払込逓減定期保険特約	R_TERM13	N
L3	連生保険料特別払込逓減定期保険特約	R_TERM13	N
L7	連生保険料特別払込逓減定期保険特約	R_TERM13	N
LF	連生保険料特別払込逓減定期保険特約	R_TERM13	N
L4	連生保険料特別払込逓減定期保険特約	R_TERM13	N
L8	連生保険料特別払込逓減定期保険特約	R_TERM13	N
LG	連生保険料特別払込逓減定期保険特約	R_TERM13	N
L5	連生保険料特別払込逓減定期保険特約	R_TERM13	N
L9	連生保険料特別払込逓減定期保険特約	R_TERM13	N
LH	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Lﾁ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Lﾉ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Lﾂ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Lﾊ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Lﾃ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Lﾋ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Lﾄ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Lﾌ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Sﾂ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Sﾆ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Sﾃ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Sﾇ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Sﾄ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Sﾈ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Sﾅ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
Sﾉ	連生保険料特別払込逓減定期保険特約	R_TERM13	N
E6	生存給付金付定期保険特約	R_SURV_TERM01	N
EG	生存給付金付定期保険特約	R_SURV_TERM01	N
EH	生存給付金付定期保険特約	R_SURV_TERM01	N
E7	生存給付金付定期保険特約	R_SURV_TERM01	N
EJ	生存給付金付定期保険特約	R_SURV_TERM01	N
EK	生存給付金付定期保険特約	R_SURV_TERM01	N
Eｲ	生存給付金付定期保険特約	R_SURV_TERM01	N
ES	生存給付金付定期保険特約	R_SURV_TERM01	N
ET	生存給付金付定期保険特約	R_SURV_TERM01	N
Eｳ	生存給付金付定期保険特約	R_SURV_TERM01	N
EU	生存給付金付定期保険特約	R_SURV_TERM01	N
EV	生存給付金付定期保険特約	R_SURV_TERM01	N
Eｼ	生存給付金付定期保険特約	R_SURV_TERM01	N
Eｽ	生存給付金付定期保険特約	R_SURV_TERM01	N
Eｾ	生存給付金付定期保険特約	R_SURV_TERM01	N
Eｿ	生存給付金付定期保険特約	R_SURV_TERM01	N
Eﾀ	生存給付金付定期保険特約	R_SURV_TERM01	N
Eﾁ	生存給付金付定期保険特約	R_SURV_TERM01	N
Eﾑ	生存給付金付定期保険特約	R_SURV_TERM01	N
V9	生存給付金付定期保険特約	R_SURV_TERM01	N
Vｷ	生存給付金付定期保険特約	R_SURV_TERM01	N
Eﾒ	生存給付金付定期保険特約	R_SURV_TERM01	N
VA	生存給付金付定期保険特約	R_SURV_TERM01	N
Vｸ	生存給付金付定期保険特約	R_SURV_TERM01	N
Eﾓ	生存給付金付定期保険特約	R_SURV_TERM01	N
VB	生存給付金付定期保険特約	R_SURV_TERM01	N
Vｹ	生存給付金付定期保険特約	R_SURV_TERM01	N
Eﾔ	生存給付金付定期保険特約	R_SURV_TERM01	N
VC	生存給付金付定期保険特約	R_SURV_TERM01	N
Vｺ	生存給付金付定期保険特約	R_SURV_TERM01	N
Eﾕ	生存給付金付定期保険特約	R_SURV_TERM01	N
VD	生存給付金付定期保険特約	R_SURV_TERM01	N
Vｻ	生存給付金付定期保険特約	R_SURV_TERM01	N
Eﾖ	生存給付金付定期保険特約	R_SURV_TERM01	N
VE	生存給付金付定期保険特約	R_SURV_TERM01	N
Vｼ	生存給付金付定期保険特約	R_SURV_TERM01	N
Y6	生存給付金付定期保険特約	R_SURV_TERM01	N
Yﾊ	生存給付金付定期保険特約	R_SURV_TERM01	N
Y7	生存給付金付定期保険特約	R_SURV_TERM01	N
Yﾋ	生存給付金付定期保険特約	R_SURV_TERM01	N
Y8	生存給付金付定期保険特約	R_SURV_TERM01	N
Yﾌ	生存給付金付定期保険特約	R_SURV_TERM01	N
YA	生存給付金付定期保険特約	R_SURV_TERM01	N
Yﾎ	生存給付金付定期保険特約	R_SURV_TERM01	N
YB	生存給付金付定期保険特約	R_SURV_TERM01	N
Yﾏ	生存給付金付定期保険特約	R_SURV_TERM01	N
YC	生存給付金付定期保険特約	R_SURV_TERM01	N
Yﾐ	生存給付金付定期保険特約	R_SURV_TERM01	N
YW	生存給付金付定期保険特約	R_SURV_TERM01	N
2ｳ	生存給付金付定期保険特約	R_SURV_TERM01	N
YX	生存給付金付定期保険特約	R_SURV_TERM01	N
2ｴ	生存給付金付定期保険特約	R_SURV_TERM01	N
YY	生存給付金付定期保険特約	R_SURV_TERM01	N
2ｵ	生存給付金付定期保険特約	R_SURV_TERM01	N
Yｿ	生存給付金付定期保険特約	R_SURV_TERM01	N
2ｿ	生存給付金付定期保険特約	R_SURV_TERM01	N
Yﾀ	生存給付金付定期保険特約	R_SURV_TERM01	N
2ﾀ	生存給付金付定期保険特約	R_SURV_TERM01	N
Yﾁ	生存給付金付定期保険特約	R_SURV_TERM01	N
2ﾁ	生存給付金付定期保険特約	R_SURV_TERM01	N
Yﾍ	新生存給付金付定期保険特約	R_SURV_TERM02	N
Yｱ	新生存給付金付定期保険特約	R_SURV_TERM02	N
2ｲ	新生存給付金付定期保険特約	R_SURV_TERM02	N
2ｶ	新生存給付金付定期保険特約	R_SURV_TERM02	N
2ﾓ	新生存給付金付定期保険特約	R_SURV_TERM02	N
Hｳ	新生存給付金付定期保険特約	R_SURV_TERM02	N
Hｺ	新生存給付金付定期保険特約	R_SURV_TERM02	N
Rﾅ	新生存給付金付定期保険特約	R_SURV_TERM02	N
YZ	新生存給付金付定期保険特約	R_SURV_TERM02	N
2ｷ	新生存給付金付定期保険特約	R_SURV_TERM02	N
Yｾ	新生存給付金付定期保険特約	R_SURV_TERM02	N
2ｾ	新生存給付金付定期保険特約	R_SURV_TERM02	N
Rﾎ	新介護逓減定期保険特約	R_NURSING01	N
Rﾑ	新介護逓減定期保険特約	R_NURSING01	N
Rﾔ	新介護逓減定期保険特約	R_NURSING01	N
Rﾖ	新介護逓減定期保険特約	R_NURSING01	N
Rﾘ	新介護逓減定期保険特約	R_NURSING01	N
Rﾏ	新介護逓減定期保険特約	R_NURSING01	N
Rﾒ	新介護逓減定期保険特約	R_NURSING01	N
Rﾕ	新介護逓減定期保険特約	R_NURSING01	N
Rﾗ	新介護逓減定期保険特約	R_NURSING01	N
Rﾙ	新介護逓減定期保険特約	R_NURSING01	N
Rﾐ	新介護逓減定期保険特約	R_NURSING01	N
Rﾓ	新介護逓減定期保険特約	R_NURSING01	N
SJ	新介護逓減定期保険特約	R_NURSING01	N
SM	新介護逓減定期保険特約	R_NURSING01	N
SK	新介護逓減定期保険特約	R_NURSING01	N
SL	新介護逓減定期保険特約	R_NURSING01	N
SN	新介護逓減定期保険特約	R_NURSING01	N
SP	新介護逓減定期保険特約	R_NURSING01	N
SQ	新介護逓減定期保険特約	R_NURSING01	N
Rﾚ	新介護保障定期保険特約	R_NURSING02	N
RE	新介護保障定期保険特約	R_NURSING02	N
RH	新介護保障定期保険特約	R_NURSING02	N
RK	新介護保障定期保険特約	R_NURSING02	N
RM	新介護保障定期保険特約	R_NURSING02	N
Rﾛ	新介護保障定期保険特約	R_NURSING02	N
RF	新介護保障定期保険特約	R_NURSING02	N
RJ	新介護保障定期保険特約	R_NURSING02	N
RL	新介護保障定期保険特約	R_NURSING02	N
RN	新介護保障定期保険特約	R_NURSING02	N
Rﾜ	新介護保障定期保険特約	R_NURSING02	N
RG	新介護保障定期保険特約	R_NURSING02	N
SR	新介護保障定期保険特約	R_NURSING02	N
SU	新介護保障定期保険特約	R_NURSING02	N
SS	新介護保障定期保険特約	R_NURSING02	N
ST	新介護保障定期保険特約	R_NURSING02	N
SV	新介護保障定期保険特約	R_NURSING02	N
SW	新介護保障定期保険特約	R_NURSING02	N
SX	新介護保障定期保険特約	R_NURSING02	N
RP	新介護保障定期保険特約	R_NURSING02	N
YP	介護逓減定期保険特約	R_NURSING03	N
Yﾛ	介護逓減定期保険特約	R_NURSING03	N
Rｹ	介護逓減定期保険特約	R_NURSING03	N
YQ	介護逓減定期保険特約	R_NURSING03	N
Yﾜ	介護逓減定期保険特約	R_NURSING03	N
Yｸ	介護逓減定期保険特約	R_NURSING03	N
YR	介護逓減定期保険特約	R_NURSING03	N
2A	介護逓減定期保険特約	R_NURSING03	N
Yｹ	介護逓減定期保険特約	R_NURSING03	N
Jﾗ	介護逓減定期保険特約	R_NURSING03	N
Lｳ	介護逓減定期保険特約	R_NURSING03	N
Jﾘ	介護逓減定期保険特約	R_NURSING03	N
Lｴ	介護逓減定期保険特約	R_NURSING03	N
LM	介護逓減定期保険特約	R_NURSING03	N
2ﾋ	介護逓減定期保険特約	R_NURSING03	N
Rｻ	介護逓減定期保険特約	R_NURSING03	N
Hｶ	介護逓減定期保険特約	R_NURSING03	N
Rｽ	介護逓減定期保険特約	R_NURSING03	N
Rﾈ	介護逓減定期保険特約	R_NURSING03	N
2ﾌ	介護逓減定期保険特約	R_NURSING03	N
2ﾙ	介護逓減定期保険特約	R_NURSING03	N
Hｷ	介護逓減定期保険特約	R_NURSING03	N
Hｾ	介護逓減定期保険特約	R_NURSING03	N
Rﾉ	介護逓減定期保険特約	R_NURSING03	N
2ﾍ	介護逓減定期保険特約	R_NURSING03	N
2ﾚ	介護逓減定期保険特約	R_NURSING03	N
Lﾒ	介護逓減定期保険特約	R_NURSING03	N
Sｱ	介護逓減定期保険特約	R_NURSING03	N
Lﾓ	介護逓減定期保険特約	R_NURSING03	N
Lﾖ	介護逓減定期保険特約	R_NURSING03	N
Sｲ	介護逓減定期保険特約	R_NURSING03	N
Sｵ	介護逓減定期保険特約	R_NURSING03	N
SH	介護逓減定期保険特約	R_NURSING03	N
QX	新介護収入保障特約	R_NURSING04	N
Qﾗ	新介護収入保障特約	R_NURSING04	N
Qﾛ	新介護収入保障特約	R_NURSING04	N
QY	新介護収入保障特約	R_NURSING04	N
Qﾘ	新介護収入保障特約	R_NURSING04	N
Qﾜ	新介護収入保障特約	R_NURSING04	N
QN	新介護収入保障特約	R_NURSING04	N
QR	新介護収入保障特約	R_NURSING04	N
QU	新介護収入保障特約	R_NURSING04	N
QZ	新介護収入保障特約	R_NURSING04	N
Qﾙ	新介護収入保障特約	R_NURSING04	N
AV	新介護収入保障特約	R_NURSING04	N
QP	新介護収入保障特約	R_NURSING04	N
QS	新介護収入保障特約	R_NURSING04	N
QV	新介護収入保障特約	R_NURSING04	N
Qﾖ	新介護収入保障特約	R_NURSING04	N
Qﾚ	新介護収入保障特約	R_NURSING04	N
AW	新介護収入保障特約	R_NURSING04	N
QQ	新介護収入保障特約	R_NURSING04	N
QT	新介護収入保障特約	R_NURSING04	N
QW	新介護収入保障特約	R_NURSING04	N
Wﾘ	新介護収入保障特約	R_NURSING04	N
Wﾙ	新介護収入保障特約	R_NURSING04	N
Wﾜ	新介護収入保障特約	R_NURSING04	N
Sﾍ	新介護収入保障特約	R_NURSING04	N
Wﾓ	新介護収入保障特約	R_NURSING04	N
Wﾕ	新介護収入保障特約	R_NURSING04	N
Wﾚ	新介護収入保障特約	R_NURSING04	N
Wﾔ	新介護収入保障特約	R_NURSING04	N
Wﾖ	新介護収入保障特約	R_NURSING04	N
Wﾗ	新介護収入保障特約	R_NURSING04	N
Wﾛ	新介護収入保障特約	R_NURSING04	N
Sﾌ	新介護収入保障特約	R_NURSING04	N
Sﾎ	新介護収入保障特約	R_NURSING04	N
UW	介護収入保障特約	R_NURSING05	N
Uﾅ	介護収入保障特約	R_NURSING05	N
Qﾐ	介護収入保障特約	R_NURSING05	N
UX	介護収入保障特約	R_NURSING05	N
Uﾆ	介護収入保障特約	R_NURSING05	N
Uｹ	介護収入保障特約	R_NURSING05	N
UY	介護収入保障特約	R_NURSING05	N
Uﾇ	介護収入保障特約	R_NURSING05	N
Uｺ	介護収入保障特約	R_NURSING05	N
UZ	介護収入保障特約	R_NURSING05	N
Uﾈ	介護収入保障特約	R_NURSING05	N
Qﾑ	介護収入保障特約	R_NURSING05	N
Uｱ	介護収入保障特約	R_NURSING05	N
Uﾉ	介護収入保障特約	R_NURSING05	N
Uｻ	介護収入保障特約	R_NURSING05	N
Uｲ	介護収入保障特約	R_NURSING05	N
Uﾊ	介護収入保障特約	R_NURSING05	N
Uｼ	介護収入保障特約	R_NURSING05	N
WG	介護収入保障特約	R_NURSING05	N
WY	介護収入保障特約	R_NURSING05	N
WH	介護収入保障特約	R_NURSING05	N
WZ	介護収入保障特約	R_NURSING05	N
WN	介護収入保障特約	R_NURSING05	N
WJ	介護収入保障特約	R_NURSING05	N
Wｱ	介護収入保障特約	R_NURSING05	N
WK	介護収入保障特約	R_NURSING05	N
Wｲ	介護収入保障特約	R_NURSING05	N
WP	介護収入保障特約	R_NURSING05	N
Uﾒ	介護収入保障特約	R_NURSING05	N
Qｲ	介護収入保障特約	R_NURSING05	N
Qﾒ	介護収入保障特約	R_NURSING05	N
Qﾆ	介護収入保障特約	R_NURSING05	N
Qﾔ	介護収入保障特約	R_NURSING05	N
QJ	介護収入保障特約	R_NURSING05	N
Uﾓ	介護収入保障特約	R_NURSING05	N
Qｳ	介護収入保障特約	R_NURSING05	N
Qｾ	介護収入保障特約	R_NURSING05	N
Qﾇ	介護収入保障特約	R_NURSING05	N
Qﾎ	介護収入保障特約	R_NURSING05	N
QK	介護収入保障特約	R_NURSING05	N
Uﾔ	介護収入保障特約	R_NURSING05	N
Qｴ	介護収入保障特約	R_NURSING05	N
Qｿ	介護収入保障特約	R_NURSING05	N
Uﾕ	介護収入保障特約	R_NURSING05	N
Qｵ	介護収入保障特約	R_NURSING05	N
Qﾓ	介護収入保障特約	R_NURSING05	N
Qﾈ	介護収入保障特約	R_NURSING05	N
Qﾕ	介護収入保障特約	R_NURSING05	N
QL	介護収入保障特約	R_NURSING05	N
Uﾖ	介護収入保障特約	R_NURSING05	N
Qｶ	介護収入保障特約	R_NURSING05	N
Qﾀ	介護収入保障特約	R_NURSING05	N
Qﾉ	介護収入保障特約	R_NURSING05	N
Qﾏ	介護収入保障特約	R_NURSING05	N
Aﾀ	介護収入保障特約	R_NURSING05	N
Uﾗ	介護収入保障特約	R_NURSING05	N
Qｷ	介護収入保障特約	R_NURSING05	N
Qﾁ	介護収入保障特約	R_NURSING05	N
Wｳ	介護収入保障特約	R_NURSING05	N
Wｻ	介護収入保障特約	R_NURSING05	N
Wﾇ	介護収入保障特約	R_NURSING05	N
Wｴ	介護収入保障特約	R_NURSING05	N
Wｼ	介護収入保障特約	R_NURSING05	N
Wﾁ	介護収入保障特約	R_NURSING05	N
Wﾈ	介護収入保障特約	R_NURSING05	N
Wﾍ	介護収入保障特約	R_NURSING05	N
Wﾑ	介護収入保障特約	R_NURSING05	N
Wｵ	介護収入保障特約	R_NURSING05	N
Wｽ	介護収入保障特約	R_NURSING05	N
Wﾉ	介護収入保障特約	R_NURSING05	N
Wｶ	介護収入保障特約	R_NURSING05	N
Wｾ	介護収入保障特約	R_NURSING05	N
Wﾂ	介護収入保障特約	R_NURSING05	N
Wﾊ	介護収入保障特約	R_NURSING05	N
Wﾎ	介護収入保障特約	R_NURSING05	N
Wﾒ	介護収入保障特約	R_NURSING05	N
Y3	介護保障定期保険特約	R_NURSING06	N
Yﾆ	介護保障定期保険特約	R_NURSING06	N
Rｶ	介護保障定期保険特約	R_NURSING06	N
Y4	介護保障定期保険特約	R_NURSING06	N
Yﾇ	介護保障定期保険特約	R_NURSING06	N
Rｷ	介護保障定期保険特約	R_NURSING06	N
Y5	介護保障定期保険特約	R_NURSING06	N
Yﾈ	介護保障定期保険特約	R_NURSING06	N
Rｸ	介護保障定期保険特約	R_NURSING06	N
Jﾏ	介護保障定期保険特約	R_NURSING06	N
LU	介護保障定期保険特約	R_NURSING06	N
Jﾐ	介護保障定期保険特約	R_NURSING06	N
LV	介護保障定期保険特約	R_NURSING06	N
2N	介護保障定期保険特約	R_NURSING06	N
Rｺ	介護保障定期保険特約	R_NURSING06	N
Hｱ	介護保障定期保険特約	R_NURSING06	N
Rｼ	介護保障定期保険特約	R_NURSING06	N
Rﾃ	介護保障定期保険特約	R_NURSING06	N
2P	介護保障定期保険特約	R_NURSING06	N
2ﾑ	介護保障定期保険特約	R_NURSING06	N
Hｲ	介護保障定期保険特約	R_NURSING06	N
Hｽ	介護保障定期保険特約	R_NURSING06	N
Rﾄ	介護保障定期保険特約	R_NURSING06	N
2Q	介護保障定期保険特約	R_NURSING06	N
2ﾒ	介護保障定期保険特約	R_NURSING06	N
Lﾆ	介護保障定期保険特約	R_NURSING06	N
Lﾙ	介護保障定期保険特約	R_NURSING06	N
Lﾇ	介護保障定期保険特約	R_NURSING06	N
Sﾊ	介護保障定期保険特約	R_NURSING06	N
Lﾚ	介護保障定期保険特約	R_NURSING06	N
Sﾋ	介護保障定期保険特約	R_NURSING06	N
SF	介護保障定期保険特約	R_NURSING06	N
33	介護年金保障定期保険特約	R_NURSING07	N
3D	介護年金保障定期保険特約	R_NURSING07	N
34	介護年金保障定期保険特約	R_NURSING07	N
35	介護年金保障定期保険特約	R_NURSING07	N
39	介護年金保障定期保険特約	R_NURSING07	N
37	介護年金保障定期保険特約	R_NURSING07	N
3C	介護年金保障定期保険特約	R_NURSING07	N
3N	介護年金保障定期保険特約	R_NURSING07	N
36	介護年金保障定期保険特約	R_NURSING07	N
38	介護年金保障定期保険特約	R_NURSING07	N
R1	増加終身保険	R_S_ZOU01	N
R2	増加終身保険	R_S_ZOU01	N
R3	増加終身保険	R_S_ZOU01	N
R5	増加終身保険	R_S_ZOU01	N
R7	増加終身保険	R_S_ZOU01	N
R9	増加終身保険	R_S_ZOU01	N
RA	増加終身保険	R_S_ZOU01	N
RC	増加終身保険	R_S_ZOU01	N
RD	増加終身保険	R_S_ZOU01	N
S2	増加生存保険	R_S_ZOU02	N
S3	増加生存保険	R_S_ZOU02	N
S5	増加生存保険	R_S_ZOU02	N
S7	増加生存保険	R_S_ZOU02	N
S9	増加生存保険	R_S_ZOU02	N
SA	増加生存保険	R_S_ZOU02	N
SC	増加生存保険	R_S_ZOU02	N
SD	増加生存保険	R_S_ZOU02	N
Q0	増加養老保険特約	R_S_ZOU03	N
Q1	増加養老保険特約	R_S_ZOU03	N
Q2	増加養老保険特約	R_S_ZOU03	N
Q3	増加養老保険特約	R_S_ZOU03	N
Q4	増加養老保険特約	R_S_ZOU03	N
Q5	増加養老保険特約	R_S_ZOU03	N
Q6	増加養老保険特約	R_S_ZOU03	N
Q7	増加養老保険特約	R_S_ZOU03	N
Q8	増加養老保険特約	R_S_ZOU03	N
Q9	増加養老保険特約	R_S_ZOU03	N
QA	増加養老保険特約	R_S_ZOU03	N
QB	増加養老保険特約	R_S_ZOU03	N
QC	増加養老保険特約	R_S_ZOU03	N
QD	増加養老保険特約	R_S_ZOU03	N
R4	増加連生終身保険	R_S_ZOU04	N
R6	増加連生終身保険	R_S_ZOU04	N
R8	増加連生終身保険	R_S_ZOU04	N
R0	増加連生終身保険	R_S_ZOU04	N
RB	増加連生終身保険	R_S_ZOU04	N
S4	増加連生生存保険	R_S_ZOU05	N
S6	増加連生生存保険	R_S_ZOU05	N
S8	増加連生生存保険	R_S_ZOU05	N
S0	増加連生生存保険	R_S_ZOU05	N
SB	増加連生生存保険	R_S_ZOU05	N
11	養育年金特約	R_YOUIKU01	N
12	養育年金特約	R_YOUIKU01	N
T1	年金支払移行特約	R_NENKIN01	N
1C	ケアニーズ特約	R_CARE_NEEDS01	N
1F	ケアニーズ特約	R_CARE_NEEDS01	N
1H	ケアニーズ特約	R_CARE_NEEDS01	N
1J	ケアニーズ特約	R_CARE_NEEDS01	N
15	ケアニーズ特約	R_CARE_NEEDS01	N
16	ケアニーズ特約	R_CARE_NEEDS01	N
18	ケアニーズ特約	R_CARE_NEEDS01	N
1K	ケアニーズ特約	R_CARE_NEEDS01	N
1L	ケアニーズ特約	R_CARE_NEEDS01	N
1M	ケアニーズ特約	R_CARE_NEEDS01	N
70	手術給付金付疾病入院保障特約	R_HOSP01	N
7A	手術給付金付疾病入院保障特約	R_HOSP01	N
73	手術給付金付疾病入院保障特約	R_HOSP01	N
7B	手術給付金付疾病入院保障特約	R_HOSP01	N
74	手術給付金付疾病入院保障特約	R_HOSP01	N
7C	手術給付金付疾病入院保障特約	R_HOSP01	N
7ｾ	疾病医療特約(01)	R_HOSP02	N
7ﾋ	疾病医療特約(01)	R_HOSP02	N
7ﾗ	疾病医療特約(01)	R_HOSP02	N
7ｿ	疾病医療特約(01)	R_HOSP02	N
7ﾌ	疾病医療特約(01)	R_HOSP02	N
7ﾘ	疾病医療特約(01)	R_HOSP02	N
7ﾁ	疾病医療特約(01)	R_HOSP02	N
7ﾍ	疾病医療特約(01)	R_HOSP02	N
7ﾂ	疾病医療特約(01)	R_HOSP02	N
7ﾎ	疾病医療特約(01)	R_HOSP02	N
7ﾃ	疾病医療特約(01)	R_HOSP02	N
7ﾏ	疾病医療特約(01)	R_HOSP02	N
7ﾅ	疾病医療特約(01)	R_HOSP02	N
7ﾑ	疾病医療特約(01)	R_HOSP02	N
7ﾙ	疾病医療特約(01)	R_HOSP02	N
7ﾆ	疾病医療特約(01)	R_HOSP02	N
7ﾒ	疾病医療特約(01)	R_HOSP02	N
7ﾚ	疾病医療特約(01)	R_HOSP02	N
7ﾇ	疾病医療特約(01)	R_HOSP02	N
7ﾓ	疾病医療特約(01)	R_HOSP02	N
7ﾈ	疾病医療特約(01)	R_HOSP02	N
7ﾔ	疾病医療特約(01)	R_HOSP02	N
7ﾉ	疾病医療特約(01)	R_HOSP02	N
7ﾕ	疾病医療特約(01)	R_HOSP02	N
7Z	疾病医療特約(01)	R_HOSP02	N
Cｺ	疾病医療特約(01)	R_HOSP02	N
Cﾆ	疾病医療特約(01)	R_HOSP02	N
Cﾎ	疾病医療特約(01)	R_HOSP02	N
Cﾖ	疾病医療特約(01)	R_HOSP02	N
CF	疾病医療特約(01)	R_HOSP02	N
7ﾛ	疾病医療特約(01)	R_HOSP02	N
Cｻ	疾病医療特約(01)	R_HOSP02	N
Cﾇ	疾病医療特約(01)	R_HOSP02	N
Cﾏ	疾病医療特約(01)	R_HOSP02	N
Cﾗ	疾病医療特約(01)	R_HOSP02	N
CG	疾病医療特約(01)	R_HOSP02	N
7ﾜ	疾病医療特約(01)	R_HOSP02	N
Cｼ	疾病医療特約(01)	R_HOSP02	N
Cｱ	疾病医療特約(01)	R_HOSP02	N
Cｽ	疾病医療特約(01)	R_HOSP02	N
Cﾈ	疾病医療特約(01)	R_HOSP02	N
Cﾐ	疾病医療特約(01)	R_HOSP02	N
Cﾚ	疾病医療特約(01)	R_HOSP02	N
CH	疾病医療特約(01)	R_HOSP02	N
Cｲ	疾病医療特約(01)	R_HOSP02	N
Cｾ	疾病医療特約(01)	R_HOSP02	N
Cﾉ	疾病医療特約(01)	R_HOSP02	N
Cﾑ	疾病医療特約(01)	R_HOSP02	N
Cﾛ	疾病医療特約(01)	R_HOSP02	N
CJ	疾病医療特約(01)	R_HOSP02	N
Cｴ	疾病医療特約(01)	R_HOSP02	N
Cﾀ	疾病医療特約(01)	R_HOSP02	N
Cﾊ	疾病医療特約(01)	R_HOSP02	N
Cﾒ	疾病医療特約(01)	R_HOSP02	N
Cﾘ	疾病医療特約(01)	R_HOSP02	N
CK	疾病医療特約(01)	R_HOSP02	N
Cｵ	疾病医療特約(01)	R_HOSP02	N
Cﾁ	疾病医療特約(01)	R_HOSP02	N
Cﾋ	疾病医療特約(01)	R_HOSP02	N
Cﾓ	疾病医療特約(01)	R_HOSP02	N
Cﾙ	疾病医療特約(01)	R_HOSP02	N
CL	疾病医療特約(01)	R_HOSP02	N
Cｶ	疾病医療特約(01)	R_HOSP02	N
Cﾂ	疾病医療特約(01)	R_HOSP02	N
Cｷ	疾病医療特約(01)	R_HOSP02	N
Cﾃ	疾病医療特約(01)	R_HOSP02	N
Cﾌ	疾病医療特約(01)	R_HOSP02	N
Cﾔ	疾病医療特約(01)	R_HOSP02	N
Cﾜ	疾病医療特約(01)	R_HOSP02	N
CM	疾病医療特約(01)	R_HOSP02	N
Cｸ	疾病医療特約(01)	R_HOSP02	N
Cﾄ	疾病医療特約(01)	R_HOSP02	N
Cﾍ	疾病医療特約(01)	R_HOSP02	N
Cﾕ	疾病医療特約(01)	R_HOSP02	N
CZ	疾病医療特約(01)	R_HOSP02	N
CN	疾病医療特約(01)	R_HOSP02	N
CU	疾病医療特約(01)	R_HOSP02	N
CV	疾病医療特約(01)	R_HOSP02	N
Sｽ	疾病医療特約(01)	R_HOSP02	N
